name,friends,followers,posts,bio,is_verified,has_profile_pic,label
Person 1928,6,188,1,crypto signals ✅ 99% win rate,0,0,1
Ahmed Hassan,1625,50,48,photographer | travel 📷,0,1,0
John Smith,1559,50,973,Gaming streamer | Twitch partner 🎮,0,1,0
Free Follower,7,97,1,,0,0,1
Profit King,23,85,5,DM me to grow your account fast,0,0,1
Lisa White,234,106,413,Traveler | 50+ countries visited ✈️,0,1,0
Lisa White,1574,50,295,Architect | sustainable design,0,1,0
Ahmed Hassan,642,50,477,mom of 3 | foodie 🍕,0,1,0
Bot 9999,9,11,1,investment advisor DM me,0,1,1
Real Human 001,24,116,0,FREE BTC airdrop → link in bio,0,1,1
Earn Fast,24,8,3,♻️ repost to win $1000,0,0,1
Investment Guru,22,30,7,,0,0,1
John Smith,1628,135,31,High school teacher | making STEM fun,0,1,0
Earn Fast,6,182,5,investment advisor DM me,0,0,1
Maria Garcia,1839,50,282,News journalist @NYT,0,1,0
User 8374,2,165,4,btc eth airdrop free coins,0,0,1
User 8374,7,11,7,btc eth airdrop free coins,0,0,1
Sarah Jones,1372,51,86,Wildlife photographer based in Kenya,0,1,0
Crypto Bob,22,10,0,,0,1,1
User 8374,18,34,2,NFT investor | crypto tips,0,0,1
John Smith,884,149,804,Teacher & lifelong learner 📚,0,1,0
Account 293,19,157,1,Click link below 💰,0,0,1
Selena Gomez,0,193812417,4339,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
Earn Fast,23,124,4,Real estate investor | DM for passive income secrets,0,1,1
Lisa White,534,50,478,Nurse practitioner | women's health advocate,0,1,0
Person 1928,18,116,2,NFT investor | crypto tips,0,0,1
Mike Brown,156,575,276,Architect | sustainable design,0,1,0
Chris Martin,1677,50,419,Developer | Open source enthusiast,0,1,0
User 8374,23,106,3,investment advisor DM me,0,0,1
Money Maker,17,177,7,btc eth airdrop free coins,0,0,1
Profit King,4,199,6,btc eth airdrop free coins,0,0,1
Maria Garcia,1609,409,230,Artist | Digital creator ✨,0,1,0
Person 1928,24,41,3,Get free followers — click bio link,0,0,1
Person 1928,26,130,1,🔞 link in bio,0,1,1
Chris Martin,575,50,970,Chef | Recipe creator 🍳,0,1,0
Anna Lee,1515,88,261,Artist | Digital creator ✨,0,1,0
Priya Sharma,426,50,817,Dog lover 🐾 | Hiking | Books,0,1,0
Mike Brown,913,54,348,UX designer @Meta,0,1,0
Ahmed Hassan,1635,50,53,High school teacher | making STEM fun,0,1,0
John Smith,1482,50,165,Podcaster | interviewing founders,0,1,0
Real Human 001,20,49,4,FREE BTC airdrop → link in bio,0,0,1
User 8374,3,75,1,,0,1,1
Money Maker,10,103,2,promo available 📩,0,0,1
Person 1928,6,129,6,btc eth airdrop free coins,0,1,1
Maria Garcia,258,50,689,Nurse practitioner | women's health advocate,0,1,0
Investment Guru,21,13,6,FREE BTC airdrop → link in bio,0,0,1
Emma Davis,1743,263,396,photographer | travel 📷,0,1,0
Click Here Now,0,46,3,,0,0,1
Lisa White,216,210,802,Marketing professional | keynote speaker,0,1,0
Earn Fast,13,67,1,FREE BTC airdrop → link in bio,0,1,1
Yuki Tanaka,70,60,414,Fashion designer | PR welcome,0,1,0
Sarah Jones,849,50,935,Wildlife photographer based in Kenya,0,1,0
Selena Gomez,0,99302407,2315,Nobel Peace Prize laureate | Activist,1,1,0
Emma Davis,1796,53,861,Medical student | future doctor 🩺,0,1,0
Click Here Now,23,34,3,,0,0,1
Money Maker,21,102,0,Real estate investor | DM for passive income secrets,0,1,1
David Clark,1999,50,789,News journalist @NYT,0,1,0
Ahmed Hassan,1643,50,70,Artist | Digital creator ✨,0,1,0
Person 1928,16,5,0,follow for follow back,0,0,1
Crypto Bob,25,43,3,,0,0,1
Mike Brown,202,50,462,Wildlife photographer based in Kenya,0,1,0
David Clark,1157,50,378,Dog lover 🐾 | Hiking | Books,0,1,0
Priya Sharma,1154,583,135,Data scientist | ML researcher,0,1,0
The Rock,0,32265249,1868,Official account. For business: manager@agency.com,1,1,0
Earn Fast,6,141,1,promo available 📩,0,0,1
Kim Kardashian,0,96505136,2362,Oscar-winning director | Production company: @StudioX,1,1,0
Person 1928,13,155,4,FREE BTC airdrop → link in bio,0,0,1
Lisa White,476,50,154,Chef | Recipe creator 🍳,0,1,0
Profit King,14,58,1,earn $500/day 👇,0,0,1
Investment Guru,21,18,6,FREE BTC airdrop → link in bio,0,0,1
Sarah Jones,1115,50,199,Marketing professional | keynote speaker,1,1,0
Ahmed Hassan,531,50,691,Data scientist | ML researcher,0,1,0
Ahmed Hassan,1257,132,481,Developer | Open source enthusiast,0,1,0
Investment Guru,2,149,6,follow for follow back,0,0,1
David Clark,1968,72,836,Traveler | 50+ countries visited ✈️,0,1,0
Anna Lee,313,50,761,Architect | sustainable design,0,1,0
Investment Guru,26,95,1,Click link below 💰,0,0,1
Money Maker,6,113,7,🔞 link in bio,0,0,1
Money Maker,26,126,6,DM me to grow your account fast,0,1,1
Bot 9999,11,55,4,Get free followers — click bio link,0,1,1
Yuki Tanaka,1545,50,501,Developer | Open source enthusiast,0,1,0
Real Human 001,29,167,3,🔞 link in bio,0,0,1
User 8374,29,198,6,crypto signals ✅ 99% win rate,0,0,1
Priya Sharma,1796,50,794,Data scientist | ML researcher,0,1,0
Real Human 001,9,119,6,🔞 link in bio,0,0,1
The Rock,0,66916221,2339,Grammy-winning artist 🎵 | New album out now,1,1,0
Money Maker,18,100,4,,0,1,1
The Rock,0,53974610,1007,Nobel Peace Prize laureate | Activist,1,1,0
Bot 9999,5,40,5,Get free followers — click bio link,0,0,1
Investment Guru,4,65,3,,0,0,1
Yuki Tanaka,861,147,694,Developer | Open source enthusiast,0,1,0
David Clark,1889,50,67,Developer | Open source enthusiast,0,1,0
Selena Gomez,0,95862218,4965,International supermodel | Agency: IMG Models,1,1,0
David Clark,545,122,203,Entrepreneur | Founder @startup,0,1,0
Chris Martin,1886,50,154,Medical student | future doctor 🩺,0,1,0
Anna Lee,1659,50,230,Fashion designer | PR welcome,0,1,0
Free Follower,14,51,4,Click link below 💰,0,0,1
Anna Lee,1124,247,677,Dog lover 🐾 | Hiking | Books,0,1,0
Priya Sharma,1882,50,232,photographer | travel 📷,0,1,0
Profit King,1,174,1,♻️ repost to win $1000,0,0,1
Emma Davis,1690,50,592,Nurse practitioner | women's health advocate,0,1,0
Real Human 001,14,81,1,NFT investor | crypto tips,0,0,1
Priya Sharma,1204,61,212,software engineer @ Google,0,1,0
Click Here Now,12,153,4,📈 passive income daily,0,0,1
Account 293,29,46,5,🔞 link in bio,0,0,1
User 8374,0,69,3,crypto signals ✅ 99% win rate,0,0,1
Money Maker,12,163,5,crypto signals ✅ 99% win rate,0,0,1
Account 293,21,66,0,,0,0,1
Ahmed Hassan,1638,50,655,mom of 3 | foodie 🍕,0,1,0
Bot 9999,5,78,4,,0,0,1
David Clark,898,50,580,High school teacher | making STEM fun,0,1,0
Click Here Now,10,43,2,Get free followers — click bio link,0,1,1
John Smith,1399,50,353,Wildlife photographer based in Kenya,0,1,0
Mike Brown,738,50,738,Chef | Recipe creator 🍳,0,1,0
Ahmed Hassan,1866,50,342,Dance teacher | choreographer,0,1,0
Kim Kardashian,0,187344871,1045,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
Real Human 001,15,37,4,Get free followers — click bio link,0,1,1
Mike Brown,58,165,513,Freelance illustrator | art prints available,0,1,0
Mike Brown,1154,50,776,Dance teacher | choreographer,0,1,0
John Smith,1408,83,675,News journalist @NYT,0,1,0
Money Maker,16,172,7,btc eth airdrop free coins,0,0,1
Person 1928,22,161,1,🔞 link in bio,0,0,1
Crypto Bob,18,16,4,📈 passive income daily,0,1,1
Click Here Now,25,162,0,📈 passive income daily,0,0,1
David Clark,1120,50,537,Wildlife photographer based in Kenya,0,1,0
Profit King,28,5,5,Real estate investor | DM for passive income secrets,0,0,1
Profit King,27,156,1,,0,0,1
User 8374,23,4,3,,0,0,1
Free Follower,12,78,3,NFT investor | crypto tips,0,1,1
Money Maker,11,19,7,investment advisor DM me,0,0,1
Account 293,18,144,2,♻️ repost to win $1000,0,0,1
Crypto Bob,3,146,3,Get free followers — click bio link,0,0,1
Sarah Jones,1654,330,603,Nurse practitioner | women's health advocate,0,1,0
Kim Kardashian,0,159155594,3377,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
Mike Brown,861,50,459,Retired engineer | amateur astronomer 🔭,0,1,0
Maria Garcia,829,58,974,Developer | Open source enthusiast,0,1,0
Profit King,12,92,7,📈 passive income daily,0,0,1
Click Here Now,22,84,3,📈 passive income daily,0,0,1
Bot 9999,26,51,1,Real estate investor | DM for passive income secrets,0,0,1
Bot 9999,28,121,3,,0,1,1
Kim Kardashian,0,123520743,2255,CEO @Fortune500 | Author | Speaker,1,1,0
Crypto Bob,11,58,5,Real estate investor | DM for passive income secrets,0,0,1
John Smith,952,50,595,Nurse practitioner | women's health advocate,0,1,0
Sarah Jones,1645,110,844,Entrepreneur | Founder @startup,0,1,0
Investment Guru,15,189,7,investment advisor DM me,0,1,1
Priya Sharma,1071,50,682,High school teacher | making STEM fun,0,1,0
Anna Lee,1334,93,961,photographer | travel 📷,0,1,0
The Rock,0,98634950,2113,CEO @Fortune500 | Author | Speaker,1,1,0
Chris Martin,947,50,858,Entrepreneur | Founder @startup,0,1,0
Ahmed Hassan,625,50,985,Retired engineer | amateur astronomer 🔭,0,1,0
Chris Martin,578,56,796,Developer | Open source enthusiast,0,1,0
Crypto Bob,13,59,2,,0,0,1
Kim Kardashian,0,144036111,4168,Grammy-winning artist 🎵 | New album out now,1,1,0
Maria Garcia,1900,85,567,Marketing professional | keynote speaker,0,1,0
Kim Kardashian,0,99096295,1090,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
Chris Martin,1029,50,268,Medical student | future doctor 🩺,0,1,0
Investment Guru,19,120,6,btc eth airdrop free coins,0,0,1
Investment Guru,1,138,6,crypto signals ✅ 99% win rate,0,0,1
Profit King,4,9,2,,0,0,1
Money Maker,0,35,7,NFT investor | crypto tips,0,1,1
Ahmed Hassan,1818,50,343,Dog lover 🐾 | Hiking | Books,0,1,0
Click Here Now,16,8,1,,0,0,1
Account 293,3,25,2,crypto signals ✅ 99% win rate,0,0,1
Bot 9999,18,170,2,Real estate investor | DM for passive income secrets,0,1,1
Sarah Jones,472,165,777,mom of 3 | foodie 🍕,0,1,0
Person 1928,12,59,2,♻️ repost to win $1000,0,0,1
Anna Lee,1717,153,535,fitness coach 💪 DM for plans,0,1,0
John Smith,1097,50,718,Entrepreneur | Founder @startup,0,1,0
Taylor Swift,0,13986036,4638,CEO @Fortune500 | Author | Speaker,1,1,0
Bot 9999,15,6,6,follow for follow back,0,0,1
David Clark,1488,50,388,Artist | Digital creator ✨,0,1,0
Mike Brown,1771,50,998,Developer | Open source enthusiast,0,1,0
Profit King,9,22,4,follow for follow back,0,1,1
Click Here Now,11,176,4,,0,0,1
Lisa White,1443,50,243,Chef | Recipe creator 🍳,0,1,0
Free Follower,29,31,1,,0,1,1
Priya Sharma,1202,50,874,Dog lover 🐾 | Hiking | Books,0,1,0
Account 293,16,165,7,earn $500/day 👇,0,0,1
Anna Lee,1641,116,316,Blogger | Lifestyle & wellness,0,1,0
Sarah Jones,1732,50,313,Retired engineer | amateur astronomer 🔭,0,1,0
Yuki Tanaka,429,134,493,Developer | Open source enthusiast,0,1,0
Kim Kardashian,0,27160297,3720,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
Investment Guru,1,187,1,Click link below 💰,0,0,1
Lisa White,85,50,83,News journalist @NYT,0,1,0
Free Follower,10,64,3,promo available 📩,0,0,1
Mike Brown,1712,87,469,Data scientist | ML researcher,0,1,0
Chris Martin,611,50,175,Yoga instructor | wellness coach 🧘,0,1,0
Person 1928,23,90,4,,0,1,1
Maria Garcia,1416,50,538,Wildlife photographer based in Kenya,0,1,0
Emma Davis,1851,50,588,Developer | Open source enthusiast,0,1,0
Investment Guru,9,6,6,,0,1,1
Real Human 001,11,57,6,,0,1,1
Lisa White,143,50,851,UX designer @Meta,0,1,0
David Clark,420,134,802,Blogger | Lifestyle & wellness,0,1,0
Earn Fast,24,113,3,,0,1,1
Crypto Bob,27,96,0,promo available 📩,0,0,1
Taylor Swift,0,192692765,3321,Oscar-winning director | Production company: @StudioX,1,1,0
Real Human 001,24,183,3,,0,1,1
David Clark,1775,78,11,Wildlife photographer based in Kenya,0,1,0
Money Maker,29,22,0,Get free followers — click bio link,0,1,1
Free Follower,24,12,0,,0,0,1
Kim Kardashian,0,13499152,3186,Iconic musician 🎸 | 40+ years on stage,1,1,0
Bot 9999,28,119,1,Click link below 💰,0,1,1
David Clark,1631,67,352,Wildlife photographer based in Kenya,0,1,0
Bot 9999,25,124,6,NFT investor | crypto tips,0,0,1
Yuki Tanaka,860,85,422,Architect | sustainable design,0,1,0
Kim Kardashian,0,91947822,4865,Professional athlete | Team captain | Brand ambassador,1,1,0
Bot 9999,18,189,5,🔞 link in bio,0,0,1
Account 293,14,121,4,btc eth airdrop free coins,0,0,1
Money Maker,2,19,3,investment advisor DM me,0,1,1
Investment Guru,17,90,4,promo available 📩,0,0,1
Click Here Now,23,81,1,earn $500/day 👇,0,1,1
Person 1928,2,155,4,Real estate investor | DM for passive income secrets,0,1,1
Mike Brown,603,51,964,Gaming streamer | Twitch partner 🎮,0,1,0
Crypto Bob,16,129,2,,0,1,1
Person 1928,1,156,7,Real estate investor | DM for passive income secrets,0,0,1
